ZONA;NOM_LOCALIDADE;NOM_LOCAL;ENDEREÇO_LOCAL;BAIRRO_LOCAL;CEP;NÚMERO DAS SEÇÕES;QTDE. DE SEÇÕES;APTOS
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL PROFA. VALDEMIRA ALVES BRITO;RUA VESPASIANO, S/N - ZONA URBANA;TOMBA;44091166;130,131,132,133,134,135,136,137,138,189,195;11;4639
157;FEIRA DE SANTANA;ESCOLA IRMÃ ROSA APARECIDA;RUA VÊNUS, 275 - ZONA URBANA;JARDIM ACÁCIA;44004312;146,147,148,188,207;5;1878
157;FEIRA DE SANTANA;COLÉGIO ESTADUAL GEORGINA DE MELO ERISMANN;RUA ANGUERA, S/N - ZONA URBANA;JARDIM ACÁCIA;44075400;149,150,151,152,153,154,155,156,157,158,159;11;3941
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL JOÃO MARINHO FALCÃO;RUA PROFESSOR ANTΓNIO GARCIA, 86 - ZONA URBANA;OLHOS D'ÁGUA;44003592;160,161,162,163,164,165,166,167,168,223,228;11;4646
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL PROF. JOSÉ RAIMUNDO DE AZEVEDO - CAIC;AV. DOIS, S/N  - ZONA URBANA;FEIRA VII;44091620;197,202,206,209,213,216,219,221,225,229,237,241,248,252,256;15;6331
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL CÉLIDA SOARES ROCHA;RUA GαES CALMON, N 475 - ZONA URBANA;RUA NOVA;44023095;83,84,85,181,240;5;1692
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL PROF. ANTΓNIO ALVES LOPES;PRAÇA PRINCIPAL, S/N - ZONA URBANA;VIVEIROS;44013000;239,251,262,274,369,379,394,403;8;3193
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL MARIA DA GLαRIA CARVALHO;TRAVESSA POLITEAMA, S/N - ZONA URBANA;35 BI;44094396;265,367,381,392;4;1696
157;FEIRA DE SANTANA;COLÉGIO ESTADUAL GEORGINA SOARES NASCIMENTO;RUA DO SALVADOR, S/N - ZONA URBANA;TOMBA;44090056;271,276,280,368,370,374,376,377;8;3346
157;FEIRA DE SANTANA;ESCOLA DE 1º GRAU DR GAMALIEL;RUA DONA ADALGISA SANTOS BORGES, 500 - ZONA URBANA;TOMBA;44064120;269,273,277,283,371,378,382;7;2913
157;FEIRA DE SANTANA;PRÉ-ESCOLA MUNICIPAL JOSÉ MARTINS RIOS;AVENIDA DO CANAL, S/N - ZONA URBANA;RUA NOVA;44017290;282;1;336
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL ANTΓNIO BRANDÃO DE SOUZA;RUA BAMBU, S/N - ZONA RURAL;DISTRITO DE HUMILDES;44135000;285,286,287,288,289,290,291,292,293,294,295;11;4020
157;FEIRA DE SANTANA;COLÉGIO MODELO LUIS EDUARDO MAGALHÃES;RUA VASCO FILHO, S/N - ZONA URBANA;CENTRO;44025290;296,297,298,299,300,301,302,303,304,305,306,307;12;4940
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL DR. JOÃO DUARTE GUIMARÃES;PRAÇA DO LIMOEIRO, S/N - ZONA URBANA;LIMOEIRO;44097708;308,309,310,311,312,313,314,315,316,317;10;3391
157;FEIRA DE SANTANA;COLÉGIO ESTADUAL PADRE HENRIQUE ALVES BORGES;RUA CΓNEGO OLÍMPIO, 1218 - ZONA RURAL;DISTRITO DE HUMILDES;44135000;318,319,320,321,322,323,324,325,326,327,328,329,330;13;5113
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL ARMANDO RAMOS MORAES;POVOADO GALHARDO - ZONA RURAL;DISTRITO DE GOVERNADOR JOÃO DURVAL CARNEIRO;44130000;331,332;2;664
157;FEIRA DE SANTANA;GRUPO ESCOLAR ANA BRANDOA;RUA DO SALVADOR S/N - ZONA URBANA;TOMBA;44063970;333,334,335,336,337,338,339,340,341,342,343,344,345;13;5469
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL GERALDO DIAS DE SOUZA;LOTEAMENTO AGNELO COSTA, QUADRA 01, S/N - ZONA RURAL;DISTRITO DE HUMILDES;44135000;346,347,348,349,350,375,385,387,391;9;3322
157;FEIRA DE SANTANA;COLÉGIO ESTADUAL JOÃO BAPTISTA CARNEIRO;BR 116 SUL, KM 07, S/N - ZONA RURAL;DISTRITO DE GOVERNADOR JOÃO DURVAL CARNEIRO;44130000;351,352,353;3;1110
157;FEIRA DE SANTANA;CRECHE MARIA DE LOURDES ALMEIDA MACHADO;PRAÇA DAS ALGAROBAS, 17 - ZONA RURAL;DISTRITO DE GOVERNADOR JOÃO DURVAL CARNEIRO;44130000;354,356,358;3;1149
157;FEIRA DE SANTANA;COLÉGIO ESTADUAL EDIVALDO MACHADO BOAVENTURA;RUA DO CAJUEIRO, 537 - ZONA RURAL;DISTRITO DE GOVERNADOR JOÃO DURVAL CARNEIRO;44130000;360,361,362,363,364,365,366;7;1624
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL PROFª JOSENITA NERY BOAVENTURA;RUA ANGELO ALVES FERNANDES, N 25, CONJ. PAULO SOUTO - ZONA URBANA;AVIÁRIO;44096012;259,373,399,407;4;1639
157;FEIRA DE SANTANA;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ANTONIO CARLOS MACHADO;AV DOIS, SN, CONJUNTO FEIRA 07 - ZONA URBANA;TOMBA;44091480;372,380,384,386,388,389,393,395,396,397;10;4221
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL GENTE MIÚDA;RUA CARAVELAS, 317, BAIRRO CHÁCARA SÃO COSME;CHÁCARA SÃO COSME;44004656;383,390,398,401,405;5;1938
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL PROFESSORA MARIA HELENA QUEIROZ;RUA SALMO 25, SN, CONJUNTO FRATERNIDADE - ZONA URBANA;TOMBA;44092604;400,402,404,406,408,411,843;7;2874
157;FEIRA DE SANTANA;COLÉGIO ESTADUAL LÁZARO DOS SANTOS FERREIRA;ESTRADA DA CABRITA, S/N, CONJUNTO VIVEIROS - ZONA URBANA;VIVEIROS;44013460;842;1;456
157;FEIRA DE SANTANA;ESCOLA MUNICIPAL ANTONIO ANTUNES DOS SANTOS;ESTRADA GENIPAPO, S/N - ZONA RURAL;TERRA DURA;44135000;844,845;2;628
